player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Boban Marjanović,C,31,DAL,44,5,9.6,2.8,4.8,.573,0.1,0.4,.235,2.7,4.4,.603,.583,1.0,1.3,.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,marjabo01,C,32,18,1,7.8,2.0,4.0,.500,0.0,0.2,.000,2.0,3.8,.529,.500,0.6,0.8,.714,1.5,2.4,3.9,0.2,0.1,0.1,0.4,0.9,4.6,422,25.7,.612,.081,.270,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,,1.2,0.6,1.8,.200,,2.8,-1.6,1.2,0.3,141,20.1,.525,.056,.194,21.1,33.8,27.5,3.6,0.3,0.7,9.3,26.9,,0.2,0.2,0.3,.105,,-0.1,-4.5,-4.6,-0.1,3500000,3500000,https://www.2kratings.com/wp-content/uploads/Boban-Marjanovic-2K-Rating.png
Lauri Markkanen,PF,22,CHI,50,50,29.8,5.0,11.8,.425,2.2,6.3,.344,2.8,5.5,.518,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,markkla01,PF,23,14,14,30.4,6.8,13.2,.514,2.9,7.2,.396,3.9,6.0,.655,.622,2.7,3.2,.844,0.6,5.5,6.1,0.9,0.6,0.4,1.7,2.2,19.1,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,,1.0,1.6,2.6,.084,,0.2,-0.8,-0.6,0.5,426,17.3,.654,.546,.243,2.1,19.7,11.1,4.2,1.0,1.0,10.5,22.9,,0.7,0.4,1.1,.119,,1.8,-1.4,0.3,0.3,5300400,6731508,https://www.2kratings.com/wp-content/uploads/Lauri-Markkanen-2K-Rating.png
Caleb Martin,SF,24,CHO,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,martica02,SF,25,26,1,15.2,2.1,5.1,.414,0.7,2.2,.333,1.4,2.9,.474,.485,0.5,1.0,.538,0.8,2.0,2.8,1.2,0.8,0.3,0.7,1.0,5.5,317,12.0,.595,.440,.250,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,,0.3,0.2,0.5,.081,,-1.6,0.6,-1.0,0.1,395,11.7,.495,.429,.195,5.4,14.8,10.1,10.6,2.6,1.8,10.5,17.3,,0.0,0.4,0.4,.053,,-1.7,-0.3,-2.0,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Caleb-Martin-2K-Rating.png
Cody Martin,SF,24,CHO,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,martico01,SF,25,23,2,11.7,1.4,2.8,.516,0.2,0.9,.200,1.3,1.9,.659,.547,0.3,0.4,.800,0.8,1.5,2.3,1.0,0.5,0.2,0.7,0.6,3.4,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,,0.2,0.8,1.0,.052,,-3.1,1.0,-2.2,0.0,268,12.7,.570,.313,.156,7.6,14.4,11.0,12.2,2.1,1.5,18.0,13.2,,0.2,0.3,0.5,.084,,-1.3,-0.2,-1.4,0.0,1173310,1517981,https://www.2kratings.com/wp-content/uploads/Cody-Martin-2K-Rating.png
Jeremiah Martin,PG,23,BRK,9,0,11.0,2.7,5.9,.453,0.6,2.0,.278,2.1,3.9,.543,.500,1.2,1.6,.786,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,martije02,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,21.8,.541,.340,.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,,0.2,0.1,0.4,.176,,1.5,1.7,3.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/martije02.jpg
Kelan Martin,SF,24,IND,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,martike03,SF,25,12,0,4.0,0.6,1.7,.350,0.2,0.8,.222,0.4,0.9,.455,.400,0.2,0.2,1.000,0.1,0.9,1.0,0.0,0.3,0.0,0.3,0.4,1.5,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-1.0,-4.3,-0.3,48,4.6,.431,.450,.100,2.3,25.9,14.1,0.0,3.0,0.0,16.1,22.5,,-0.2,0.1,-0.1,-0.096,,-7.4,-0.9,-8.3,-0.1,,1445697,https://www.2kratings.com/wp-content/uploads/Kelan-Martin-2K-Rating.png
Frank Mason III,PG,25,ORL,9,0,13.1,2.6,5.7,.451,0.7,2.3,.286,1.9,3.3,.567,.510,1.1,1.9,.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,masonfr01,PG,26,4,1,19.8,2.3,6.0,.375,0.5,1.3,.400,1.8,4.8,.368,.417,1.3,1.8,.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1,79,7.5,.462,.208,.292,3.8,12.3,7.9,21.8,0.0,0.0,15.6,17.4,,0.0,0.0,0.0,-0.007,,-6.1,-3.1,-9.2,-0.1,,,https://www.basketball-reference.com/req/202101021/images/players/masonfr01.jpg
Garrison Mathews,SG,23,WAS,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,mathega01,SG,24,28,12,16.2,1.9,4.5,.421,1.4,3.6,.400,0.5,0.9,.500,.579,1.6,1.8,.920,0.4,1.4,1.8,0.5,0.7,0.2,0.1,1.6,6.9,227,13.1,.691,.821,.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,,0.6,0.1,0.6,.131,,-0.6,-0.5,-1.1,0.1,454,13.6,.649,.794,.397,2.5,9.0,5.7,3.9,2.0,1.0,2.6,13.9,,1.0,0.3,1.3,.143,,0.0,0.0,0.0,0.2,,,https://www.2kratings.com/wp-content/uploads/Garrison-Mathews-2K-Rating.png
Wesley Matthews,SG,33,LAL,67,67,24.4,2.5,6.3,.396,1.6,4.4,.364,0.9,1.9,.472,.524,0.8,1.0,.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,matthwe02,SG,34,30,4,20.2,1.4,3.9,.356,1.0,3.1,.337,0.4,0.9,.423,.487,0.4,0.5,.800,0.4,1.1,1.5,1.1,0.5,0.4,0.5,1.4,4.2,1635,8.1,.547,.704,.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,,0.8,2.4,3.2,.093,,-2.6,0.7,-1.8,0.1,605,6.3,.510,.780,.127,2.3,5.8,4.1,7.1,1.2,1.6,10.7,10.0,,0.1,0.8,0.9,.070,,-3.2,0.1,-3.1,-0.2,2564753,3623000,https://www.2kratings.com/wp-content/uploads/Wesley-Matthews-2K-Rating.png
Luc Mbah a Moute,PF,33,HOU,3,0,8.3,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.3,0.7,.500,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,mbahalu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6.4,.425,.400,.400,4.2,4.2,4.2,0.0,3.7,0.0,14.5,11.4,,0.0,0.0,0.0,-0.008,,-5.2,-2.2,-7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/mbahalu01.jpg
Patrick McCaw,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,mccawpa01,SF,25,3,0,6.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,1.3,0.0,0.0,0.0,1.0,0.0,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.075,,-3.6,1.8,-1.8,0.0,20,5.9,,,,5.4,0.0,2.8,24.2,0.0,0.0,,0.0,,0.1,0.0,0.0,.117,,-2.4,0.8,-1.7,0.0,4000000,4000000,https://www.2kratings.com/wp-content/uploads/Patrick-McCaw-2K-Rating.png
CJ McCollum,SG,28,POR,70,70,36.5,8.7,19.4,.451,2.8,7.3,.379,6.0,12.1,.494,.522,2.0,2.6,.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,mccolcj01,SG,29,13,13,33.8,9.5,20.0,.473,4.8,11.0,.441,4.6,9.0,.513,.594,2.9,3.5,.844,0.5,3.4,3.9,5.0,1.3,0.3,1.0,2.2,26.7,2556,17.0,.541,.378,.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,,3.5,0.6,4.1,.077,,2.3,-1.8,0.5,1.6,440,26.4,.620,.550,.173,1.6,10.9,6.1,26.2,1.9,0.8,4.4,28.6,,1.9,0.2,2.1,.228,,7.7,-0.7,6.9,1.0,27556959,29354152,https://www.2kratings.com/wp-content/uploads/CJ-McCollum-2K-Rating.png
T.J. McConnell,PG,27,IND,71,3,18.7,3.0,5.8,.516,0.1,0.2,.294,2.9,5.5,.525,.522,0.5,0.6,.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,mccontj01,PG,28,32,2,25.3,3.1,5.9,.526,0.2,0.6,.316,2.9,5.3,.550,.542,0.3,0.6,.500,0.7,3.0,3.7,6.8,2.0,0.4,1.9,1.6,6.7,1326,16.5,.540,.041,.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,,1.7,1.7,3.3,.121,,0.1,0.4,0.5,0.8,810,16.0,.543,.100,.095,3.1,13.2,8.1,35.8,3.7,1.3,23.3,13.8,,0.8,1.2,2.0,.121,,-0.3,2.4,2.1,0.8,3500000,3500000,https://www.basketball-reference.com/req/202101021/images/players/mccontj01.jpg
Jalen McDaniels,SF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,mcdanja01,SF,23,17,1,12.5,1.7,3.9,.439,0.4,1.4,.261,1.4,2.5,.535,.485,0.8,1.1,.684,0.5,2.2,2.6,0.5,0.1,0.2,0.8,1.8,4.5,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.4,0.1,-3.3,-0.1,213,6.9,.518,.348,.288,4.0,19.2,11.5,5.2,0.5,1.9,15.8,17.6,,-0.2,0.2,0.0,-0.002,,-5.1,-2.3,-7.4,-0.3,898310,1517981,https://www.2kratings.com/wp-content/uploads/Jalen-McDaniels-2K-Rating.png
Doug McDermott,PF,28,IND,69,0,19.9,3.9,7.9,.488,1.9,4.3,.435,2.0,3.7,.549,.605,0.7,0.8,.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,mcderdo01,PF,29,34,14,25.9,5.1,10.1,.506,1.6,4.4,.364,3.5,5.7,.617,.586,1.3,1.6,.818,1.0,3.0,4.0,1.3,0.3,0.1,1.0,1.7,13.2,1372,14.4,.620,.537,.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,,2.3,1.1,3.3,.117,,1.4,-1.3,0.0,0.7,882,14.2,.608,.439,.160,4.3,12.9,8.6,7.6,0.6,0.3,8.2,19.7,,1.2,0.5,1.7,.094,,0.9,-2.1,-1.2,0.2,7333334,7333333,https://www.2kratings.com/wp-content/uploads/Doug-McDermott-2K-Rating.png
JaVale McGee,C,32,CLE,68,68,16.6,2.9,4.5,.637,0.0,0.1,.500,2.8,4.4,.640,.642,0.8,1.2,.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,mcgeeja01,C,33,27,1,15.2,3.1,6.4,.489,0.2,0.6,.294,3.0,5.8,.510,.503,1.0,1.7,.609,1.6,3.6,5.1,1.0,0.5,1.2,1.3,2.6,7.5,1130,19.4,.652,.020,.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,,2.2,2.4,4.7,.198,,-0.6,2.1,1.5,1.0,411,16.5,.523,.098,.264,11.2,27.3,19.1,10.4,1.6,7.3,15.6,24.1,,-0.2,0.7,0.5,.057,,-3.2,0.9,-2.3,0.0,4000000,4200000,https://www.2kratings.com/wp-content/uploads/JaVale-McGee-2K-Rating.png
Rodney McGruder,SG,28,DET,56,4,15.6,1.3,3.2,.398,0.4,1.6,.270,0.9,1.6,.522,.464,0.3,0.6,.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,mcgruro01,SG,29,12,0,9.6,1.8,3.6,.512,0.7,1.3,.500,1.2,2.3,.519,.605,0.4,0.5,.833,0.3,0.7,1.0,1.0,0.3,0.1,0.5,0.7,4.8,871,6.7,.477,.492,.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,,-0.1,1.1,1.0,.055,,-3.7,0.8,-3.0,-0.2,115,16.2,.624,.372,.140,3.7,8.0,5.8,17.4,1.7,0.8,11.6,19.5,,0.2,0.1,0.3,.114,,1.0,-0.7,0.2,0.1,4629630,5000000,https://www.2kratings.com/wp-content/uploads/Rodney-McGruder-2K-Rating.png
Alfonzo McKinnie,SF,27,LAL,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,mckinal01,SF,28,18,0,4.7,0.9,1.7,.533,0.3,0.7,.417,0.6,1.0,.611,.617,0.3,0.4,.625,0.4,0.7,1.1,0.1,0.1,0.0,0.1,0.4,2.3,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5,84,17.5,.626,.400,.267,9.5,17.0,13.3,1.8,1.2,0.0,2.9,17.9,,0.2,0.1,0.3,.191,,1.7,-1.3,0.4,0.1,183114,1762796,https://www.2kratings.com/wp-content/uploads/Alfonzo-McKinnie-2K-Rating.png
Jordan McLaughlin,PG,23,MIN,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,mclaujo01,PG,24,24,0,19.5,2.2,5.9,.376,0.7,1.9,.348,1.5,4.0,.389,.433,0.3,0.4,.800,0.5,1.8,2.3,4.7,1.0,0.2,1.1,1.0,5.4,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.1,0.4,1.6,.130,,0.3,0.0,0.3,0.3,467,12.1,.447,.326,.071,2.8,10.3,6.4,33.8,2.4,0.7,15.2,15.4,,0.1,0.3,0.4,.044,,-1.8,-0.5,-2.3,0.0,,,https://www.2kratings.com/wp-content/uploads/Jordan-McLaughlin-2K-Rating.png
Ben McLemore,SF,26,HOU,71,23,22.8,3.4,7.7,.444,2.5,6.4,.400,0.9,1.3,.656,.610,0.7,0.9,.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,mclembe01,SG,27,24,2,15.5,2.1,5.8,.357,1.3,4.3,.314,0.8,1.6,.474,.471,0.7,1.0,.739,0.4,1.7,2.1,1.0,0.6,0.0,1.0,1.4,6.2,1619,11.8,.622,.829,.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,,2.2,1.1,3.3,.099,,0.0,-0.6,-0.5,0.6,372,7.9,.496,.729,.164,2.7,12.2,7.3,9.3,1.8,0.2,13.3,19.9,,-0.4,0.4,0.0,-0.005,,-3.5,-1.2,-4.7,-0.3,2028594,2283034,https://www.2kratings.com/wp-content/uploads/Ben-McLemore-2K-Rating.png
Jordan McRae,SG,28,TOT,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,mcraejo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,,0.4,0.4,0.7,.044,,0.0,-1.5,-1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,1645357,,https://www.basketball-reference.com/req/202101021/images/players/mcraejo01.jpg
Nicolò Melli,C,29,NOP,60,8,17.4,2.3,5.4,.421,1.2,3.4,.335,1.1,2.0,.573,.528,0.9,1.2,.740,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,mellini01,PF,30,17,0,10.9,0.5,2.4,.225,0.4,1.9,.212,0.1,0.4,.286,.313,0.2,0.3,.800,0.2,2.1,2.2,0.9,0.5,0.1,0.4,1.3,1.7,1042,11.4,.556,.638,.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,,0.9,0.9,1.8,.082,,-1.5,0.2,-1.3,0.2,186,3.8,.344,.825,.125,1.8,21.0,11.4,10.3,2.1,0.5,14.2,11.3,,-0.2,0.1,-0.1,-0.029,,-6.0,0.7,-5.4,-0.2,3902439,4097561,https://www.2kratings.com/wp-content/uploads/Nicolo-Melli-2K-Rating.png
De'Anthony Melton,PG,21,MEM,60,8,19.5,2.7,6.7,.401,0.7,2.3,.286,2.0,4.4,.464,.451,1.6,2.0,.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,meltode01,PG,22,20,1,20.4,3.8,8.1,.472,1.7,3.9,.423,2.2,4.2,.518,.575,0.8,1.1,.762,0.5,2.6,3.1,2.9,1.2,0.7,1.3,1.7,10.1,1167,13.5,.501,.349,.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,,0.1,1.7,1.7,.072,,-2.2,2.0,-0.2,0.5,408,17.6,.590,.484,.130,2.6,14.2,8.2,20.4,2.8,3.3,12.8,20.2,,0.5,0.6,1.1,.135,,1.5,2.1,3.6,0.6,1416852,7812500,https://www.2kratings.com/wp-content/uploads/DeAnthony-Melton-2K-Rating.png
Chimezie Metu,C,22,SAC,18,0,5.8,1.3,2.3,.571,0.0,0.1,.000,1.3,2.2,.600,.571,0.6,0.7,.769,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,metuch01,C,23,11,0,6.5,1.4,2.7,.500,0.1,0.3,.333,1.3,2.5,.519,.517,0.5,0.8,.667,1.0,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4,105,22.2,.608,.048,.310,12.3,21.6,16.9,14.9,1.4,5.0,17.3,23.7,,0.2,0.1,0.3,.130,,1.9,-0.1,1.8,0.1,71,20.3,.545,.100,.300,16.7,19.2,18.0,10.4,2.0,7.2,15.0,23.9,,0.1,0.1,0.1,.084,,-0.7,-0.5,-1.3,0.0,1416852,0,https://www.2kratings.com/wp-content/uploads/Chimezie-Metu-2K-Rating.png
Khris Middleton,SF,28,MIL,62,59,29.9,7.6,15.3,.497,2.4,5.7,.415,5.2,9.6,.546,.575,3.4,3.7,.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,middlkh01,SF,29,36,36,33.4,7.6,15.3,.495,2.3,5.3,.432,5.3,9.9,.529,.571,3.2,3.6,.884,0.9,5.3,6.1,5.7,1.1,0.2,2.6,2.6,20.6,1853,21.1,.619,.374,.240,2.5,17.0,10.2,22.2,1.3,0.3,11.6,26.4,,4.6,3.3,7.9,.205,,3.4,0.7,4.1,2.9,1203,19.7,.612,.350,.235,2.8,16.1,9.6,24.7,1.6,0.4,13.4,24.4,,2.9,1.2,4.1,.164,,3.2,-0.4,2.8,1.5,30603448,33051724,https://www.2kratings.com/wp-content/uploads/Khris-Middleton-2K-Rating.png
Eric Mika,C,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,mikaer01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13.9,.773,.000,.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.218,,-2.2,-1.0,-3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,50752,,https://www.basketball-reference.com/req/202101021/images/players/mikaer01.jpg
C.J. Miles,SF,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,milescj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,11.1,.472,.593,.339,2.6,5.7,4.1,10.0,2.9,2.2,5.6,18.6,,0.0,0.1,0.1,.035,,-1.8,0.1,-1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,8730158,,https://www.basketball-reference.com/req/202101021/images/players/milescj01.jpg
Malcolm Miller,SF,26,TOR,28,1,5.8,0.4,1.0,.414,0.3,0.8,.364,0.1,0.3,.571,.552,0.1,0.3,.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3,millema01,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6.7,.538,.759,.276,1.3,8.9,5.2,8.9,1.5,1.2,11.0,9.6,,0.1,0.2,0.3,.082,,-3.5,1.2,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,1588231,,https://www.basketball-reference.com/req/202101021/images/players/millema01.jpg
Patty Mills,PG,31,SAS,66,1,22.5,3.9,9.1,.431,2.3,6.1,.382,1.6,3.0,.533,.560,1.5,1.7,.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,millspa02,PG,32,32,0,25.8,4.7,10.5,.448,2.8,6.8,.402,2.0,3.7,.534,.579,1.1,1.3,.900,0.3,1.5,1.8,2.7,0.6,0.0,1.1,1.4,13.3,1485,14.8,.592,.674,.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,,2.3,0.5,2.8,.091,,1.2,-1.2,0.0,0.8,824,14.4,.601,.650,.119,1.2,6.2,3.7,15.2,1.2,0.1,8.7,20.4,,1.1,0.6,1.7,.099,,1.6,-1.7,-0.1,0.4,12428571,13285714,https://www.2kratings.com/wp-content/uploads/Patty-Mills-2K-Rating.png
Paul Millsap,PF,34,DEN,51,48,24.3,4.1,8.6,.482,1.1,2.4,.435,3.1,6.2,.500,.543,2.3,2.8,.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,millspa01,PF,35,26,26,23.9,3.8,7.3,.524,1.2,3.0,.410,2.6,4.3,.604,.608,1.6,2.3,.695,1.6,3.6,5.2,1.7,0.8,0.5,1.0,2.1,10.4,1240,16.9,.591,.283,.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,,2.1,1.4,3.5,.136,,0.3,-0.2,0.1,0.7,621,17.1,.630,.413,.312,7.6,16.8,12.3,9.5,1.7,2.2,10.8,17.0,,1.3,0.7,2.0,.156,,1.6,-0.7,0.9,0.5,30500000,10000000,https://www.2kratings.com/wp-content/uploads/Paul-Millsap-2K-Rating.png
Shake Milton,SG,23,PHI,40,24,20.1,3.4,6.9,.484,1.5,3.4,.430,1.9,3.6,.535,.588,1.3,1.6,.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,miltosh01,SG,24,28,1,25.1,4.8,10.9,.441,1.1,3.5,.313,3.7,7.4,.502,.492,3.1,3.5,.887,0.6,1.5,2.1,3.0,0.6,0.3,1.5,2.3,13.8,805,14.4,.617,.487,.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,,1.4,0.7,2.1,.126,,0.0,-1.0,-1.0,0.2,703,14.5,.555,.324,.317,2.7,6.5,4.7,18.3,1.2,0.9,11.0,23.7,,0.8,0.6,1.4,.098,,-1.0,-1.4,-2.4,-0.1,1445697,1701593,https://www.2kratings.com/wp-content/uploads/Shake-Milton-2K-Rating.png
Donovan Mitchell,SG,23,UTA,69,69,34.3,8.7,19.4,.449,2.5,6.9,.366,6.2,12.6,.494,.513,4.0,4.7,.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,mitchdo01,SG,24,34,34,33.9,8.5,20.1,.421,3.3,8.7,.382,5.1,11.4,.451,.504,4.4,5.4,.824,1.1,3.6,4.7,5.4,1.0,0.3,3.0,2.3,24.7,2364,18.8,.558,.352,.240,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,,3.2,2.2,5.4,.110,,2.4,-0.6,1.9,2.3,1154,19.0,.549,.433,.266,3.5,10.9,7.3,26.0,1.4,0.7,11.7,32.2,,1.9,1.3,3.2,.134,,2.7,-1.0,1.7,1.1,3635760,5195501,https://www.2kratings.com/wp-content/uploads/Donovan-Mitchell-2K-Rating.png
Naz Mitrou-Long,SG,26,IND,5,0,9.4,1.2,3.4,.353,0.4,2.4,.167,0.8,1.0,.800,.412,0.0,0.0,,0.0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,mitrona01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.8,.412,.706,.000,0.0,16.2,8.2,22.8,1.0,1.9,15.0,18.7,,-0.1,0.1,0.0,-0.022,,-3.5,2.1,-1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/mitrona01.jpg
