player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Cody Martin,SF,24,CHO,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,martico01,SF,25,11,0,11.4,1.4,2.5,.536,0.2,0.9,.200,1.2,1.6,.722,.571,0.5,0.7,.750,0.7,1.5,2.3,1.3,0.5,0.0,0.5,0.5,3.5,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,,0.2,0.8,1.0,.052,,-3.1,1.0,-2.2,0.0,125,13.7,.603,.357,.286,6.5,14.5,10.4,16.2,1.9,0.0,16.0,12.8,,0.2,0.1,0.3,.120,,-0.5,0.3,-0.2,0.1,1173310,1517981,https://www.2kratings.com/wp-content/uploads/Cody-Martin-2K-Rating.png
Jeremiah Martin,PG,23,BRK,9,0,11.0,2.7,5.9,.453,0.6,2.0,.278,2.1,3.9,.543,.500,1.2,1.6,.786,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,martije02,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,21.8,.541,.340,.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,,0.2,0.1,0.4,.176,,1.5,1.7,3.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/martije02.jpg
Kelan Martin,SF,24,IND,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,martike03,SF,25,7,0,4.4,0.4,2.0,.214,0.1,0.9,.167,0.3,1.1,.250,.250,0.0,0.0,,0.1,1.0,1.1,0.0,0.3,0.0,0.6,0.6,1.0,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-1.0,-4.3,-0.3,31,-6.5,.250,.429,.000,3.6,25.4,14.4,0.0,3.1,0.0,22.2,25.0,,-0.3,0.0,-0.2,-0.321,,-14.4,-3.2,-17.6,-0.1,,1445697,https://www.2kratings.com/wp-content/uploads/Kelan-Martin-2K-Rating.png
Frank Mason III,PG,25,MIL,9,0,13.1,2.6,5.7,.451,0.7,2.3,.286,1.9,3.3,.567,.510,1.1,1.9,.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,masonfr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,16.9,.530,.412,.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,,0.1,0.2,0.4,.143,,-0.6,0.6,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/masonfr01.jpg
Garrison Mathews,SG,23,WAS,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,mathega01,SG,24,5,0,12.8,2.4,5.4,.444,1.6,3.4,.471,0.8,2.0,.400,.593,1.6,1.8,.889,0.8,0.8,1.6,1.0,0.8,0.2,0.2,1.8,8.0,227,13.1,.691,.821,.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,,0.6,0.1,0.6,.131,,-0.6,-0.5,-1.1,0.1,64,21.5,.646,.630,.333,6.4,7.1,6.7,10.7,2.8,1.4,3.1,20.5,,0.2,0.0,0.3,.220,,3.5,0.1,3.6,0.1,,,https://www.2kratings.com/wp-content/uploads/Garrison-Mathews-2K-Rating.png
Wesley Matthews,SG,33,LAL,67,67,24.4,2.5,6.3,.396,1.6,4.4,.364,0.9,1.9,.472,.524,0.8,1.0,.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,matthwe02,SG,34,12,1,20.8,1.8,4.2,.440,1.3,3.5,.381,0.5,0.7,.750,.600,0.3,0.4,.800,0.3,0.8,1.2,1.0,0.3,0.3,0.1,1.5,5.3,1635,8.1,.547,.704,.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,,0.8,2.4,3.2,.093,,-2.6,0.7,-1.8,0.1,249,8.8,.613,.840,.100,1.8,4.1,3.0,6.0,0.8,1.4,1.9,9.1,,0.4,0.3,0.7,.128,,-1.5,-0.5,-2.1,0.0,2564753,3623000,https://www.2kratings.com/wp-content/uploads/Wesley-Matthews-2K-Rating.png
Luc Mbah a Moute,PF,33,HOU,3,0,8.3,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.3,0.7,.500,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,mbahalu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6.4,.425,.400,.400,4.2,4.2,4.2,0.0,3.7,0.0,14.5,11.4,,0.0,0.0,0.0,-0.008,,-5.2,-2.2,-7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/mbahalu01.jpg
Patrick McCaw,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,mccawpa01,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.075,,-3.6,1.8,-1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,4000000,4000000,https://www.2kratings.com/wp-content/uploads/Patrick-McCaw-2K-Rating.png
CJ McCollum,SG,28,POR,70,70,36.5,8.7,19.4,.451,2.8,7.3,.379,6.0,12.1,.494,.522,2.0,2.6,.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,mccolcj01,SG,29,13,13,33.8,9.5,20.0,.473,4.8,11.0,.441,4.6,9.0,.513,.594,2.9,3.5,.844,0.5,3.4,3.9,5.0,1.3,0.3,1.0,2.2,26.7,2556,17.0,.541,.378,.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,,3.5,0.6,4.1,.077,,2.3,-1.8,0.5,1.6,440,26.1,.620,.550,.173,1.6,11.0,6.1,26.6,1.8,0.8,4.4,28.3,,1.9,0.2,2.0,.223,,7.7,-0.7,6.9,1.0,27556959,29354152,https://www.2kratings.com/wp-content/uploads/CJ-McCollum-2K-Rating.png
T.J. McConnell,PG,27,IND,71,3,18.7,3.0,5.8,.516,0.1,0.2,.294,2.9,5.5,.525,.522,0.5,0.6,.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,mccontj01,PG,28,11,0,18.5,1.6,3.2,.514,0.1,0.3,.333,1.5,2.9,.531,.529,0.1,0.2,.500,0.5,2.6,3.1,5.0,1.7,0.0,1.4,1.3,3.5,1326,16.5,.540,.041,.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,,1.7,1.7,3.3,.121,,0.1,0.4,0.5,0.8,204,14.9,.530,.086,.057,2.7,16.0,9.3,33.7,4.4,0.0,29.5,10.7,,0.2,0.3,0.5,.124,,-1.5,3.1,1.6,0.2,3500000,3500000,https://www.basketball-reference.com/req/202101021/images/players/mccontj01.jpg
Jalen McDaniels,SF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,mcdanja01,SF,23,9,0,9.2,1.4,2.8,.520,0.2,0.7,.333,1.2,2.1,.579,.560,0.8,1.2,.636,0.3,1.8,2.1,0.6,0.2,0.0,0.9,1.4,3.9,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.4,0.1,-3.3,-0.1,83,9.0,.586,.240,.440,3.7,20.5,11.9,9.2,1.2,0.0,21.1,19.4,,0.0,0.1,0.0,.027,,-4.7,-1.6,-6.4,-0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Jalen-McDaniels-2K-Rating.png
Doug McDermott,PF,28,IND,69,0,19.9,3.9,7.9,.488,1.9,4.3,.435,2.0,3.7,.549,.605,0.7,0.8,.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,mcderdo01,PF,29,14,2,25.0,4.7,9.5,.496,1.9,5.0,.386,2.8,4.5,.619,.598,1.5,2.0,.750,0.9,2.9,3.7,1.3,0.2,0.1,1.0,1.8,12.9,1372,14.4,.620,.537,.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,,2.3,1.1,3.3,.117,,1.4,-1.3,0.0,0.7,350,14.5,.619,.526,.211,3.8,12.9,8.3,7.4,0.4,0.2,8.8,19.6,,0.6,0.2,0.7,.102,,1.4,-2.2,-0.8,0.1,7333334,7333333,https://www.2kratings.com/wp-content/uploads/Doug-McDermott-2K-Rating.png
JaVale McGee,C,32,CLE,68,68,16.6,2.9,4.5,.637,0.0,0.1,.500,2.8,4.4,.640,.642,0.8,1.2,.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,mcgeeja01,C,33,13,1,16.9,3.2,7.2,.441,0.3,0.8,.364,2.8,6.3,.451,.462,1.4,2.3,.600,2.1,4.2,6.2,1.3,0.6,1.1,1.2,2.7,8.0,1130,19.4,.652,.020,.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,,2.2,2.4,4.7,.198,,-0.6,2.1,1.5,1.0,220,17.5,.490,.118,.323,13.0,27.8,20.2,12.6,1.8,6.1,12.4,24.0,,0.0,0.5,0.5,.105,,-2.0,0.9,-1.2,0.1,4000000,4200000,https://www.2kratings.com/wp-content/uploads/JaVale-McGee-2K-Rating.png
Rodney McGruder,SG,28,DET,56,4,15.6,1.3,3.2,.398,0.4,1.6,.270,0.9,1.6,.522,.464,0.3,0.6,.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,mcgruro01,SG,29,2,0,6.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,871,6.7,.477,.492,.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,,-0.1,1.1,1.0,.055,,-3.7,0.8,-3.0,-0.2,12,12.3,1.042,.000,1.000,8.6,0.0,4.6,0.0,0.0,0.0,0.0,5.1,,0.0,0.0,0.0,.163,,-2.0,-2.0,-4.0,0.0,4629630,5000000,https://www.2kratings.com/wp-content/uploads/Rodney-McGruder-2K-Rating.png
Alfonzo McKinnie,SF,27,LAL,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,mckinal01,SF,28,9,0,3.3,0.9,1.3,.667,0.3,0.4,.750,0.6,0.9,.625,.792,0.2,0.2,1.000,0.3,0.4,0.8,0.0,0.0,0.0,0.1,0.1,2.3,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5,30,26.3,.815,.333,.167,11.2,13.6,12.5,0.0,0.0,0.0,7.2,19.6,,0.1,0.0,0.2,.278,,7.4,-2.3,5.1,0.1,183114,1762796,https://www.2kratings.com/wp-content/uploads/Alfonzo-McKinnie-2K-Rating.png
Jordan McLaughlin,PG,23,MIN,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,mclaujo01,PG,24,6,0,17.3,1.8,4.8,.379,0.5,2.0,.250,1.3,2.8,.471,.431,0.2,0.2,1.000,0.3,2.0,2.3,4.2,0.5,0.2,0.8,0.3,4.3,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.1,0.4,1.6,.130,,0.3,0.0,0.3,0.3,104,11.7,.442,.414,.034,2.0,12.8,7.2,33.5,1.4,0.8,14.5,13.9,,0.1,0.0,0.1,.042,,-1.9,-1.1,-3.1,0.0,,,https://www.2kratings.com/wp-content/uploads/Jordan-McLaughlin-2K-Rating.png
Ben McLemore,SF,26,HOU,71,23,22.8,3.4,7.7,.444,2.5,6.4,.400,0.9,1.3,.656,.610,0.7,0.9,.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,mclembe01,SG,27,7,2,21.3,3.1,7.3,.431,2.4,5.0,.486,0.7,2.3,.313,.598,0.6,0.7,.800,0.1,2.4,2.6,1.4,0.6,0.0,1.6,1.6,9.3,1619,11.8,.622,.829,.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,,2.2,1.1,3.3,.099,,0.0,-0.6,-0.5,0.6,149,10.3,.611,.686,.098,0.7,12.1,6.5,10.0,1.3,0.0,17.1,18.5,,0.0,0.1,0.1,.042,,-1.1,-0.8,-1.9,0.0,2028594,2283034,https://www.2kratings.com/wp-content/uploads/Ben-McLemore-2K-Rating.png
Jordan McRae,SG,28,TOT,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,mcraejo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,,0.4,0.4,0.7,.044,,0.0,-1.5,-1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,1645357,,https://www.basketball-reference.com/req/202101021/images/players/mcraejo01.jpg
Nicolò Melli,C,29,NOP,60,8,17.4,2.3,5.4,.421,1.2,3.4,.335,1.1,2.0,.573,.528,0.9,1.2,.740,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,mellini01,PF,30,8,0,12.6,0.5,2.5,.200,0.4,2.0,.188,0.1,0.5,.250,.275,0.4,0.5,.750,0.3,2.3,2.5,1.1,0.5,0.1,0.5,1.1,1.8,1042,11.4,.556,.638,.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,,0.9,0.9,1.8,.082,,-1.5,0.2,-1.3,0.2,101,4.1,.322,.800,.200,2.2,19.6,10.8,11.3,1.9,1.1,15.5,11.0,,-0.1,0.1,0.0,-0.018,,-5.2,0.7,-4.5,-0.1,3902439,4097561,https://www.2kratings.com/wp-content/uploads/Nicolo-Melli-2K-Rating.png
De'Anthony Melton,PG,21,MEM,60,8,19.5,2.7,6.7,.401,0.7,2.3,.286,2.0,4.4,.464,.451,1.6,2.0,.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,meltode01,PG,22,7,0,19.9,3.6,7.7,.463,0.9,2.4,.353,2.7,5.3,.514,.519,0.1,0.3,.500,0.1,2.1,2.3,2.4,1.3,0.9,1.4,1.7,8.1,1167,13.5,.501,.349,.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,,0.1,1.7,1.7,.072,,-2.2,2.0,-0.2,0.5,139,13.0,.519,.315,.037,0.7,11.6,6.1,18.0,3.1,3.8,15.4,19.8,,-0.1,0.2,0.2,.056,,-2.6,1.7,-1.0,0.0,1416852,7812500,https://www.2kratings.com/wp-content/uploads/DeAnthony-Melton-2K-Rating.png
Chimezie Metu,C,22,SAC,18,0,5.8,1.3,2.3,.571,0.0,0.1,.000,1.3,2.2,.600,.571,0.6,0.7,.769,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,metuch01,C,23,6,0,8.3,2.0,4.5,.444,0.2,0.5,.333,1.8,4.0,.458,.463,1.0,1.5,.667,1.5,1.5,3.0,0.7,0.2,0.7,0.5,1.0,5.2,105,22.2,.608,.048,.310,12.3,21.6,16.9,14.9,1.4,5.0,17.3,23.7,,0.2,0.1,0.3,.130,,1.9,-0.1,1.8,0.1,50,22.5,.501,.111,.333,19.5,20.8,20.1,12.9,1.0,7.2,8.8,29.0,,0.1,0.0,0.1,.077,,1.0,-2.7,-1.7,0.0,1416852,0,https://www.2kratings.com/wp-content/uploads/Chimezie-Metu-2K-Rating.png
Khris Middleton,SF,28,MIL,62,59,29.9,7.6,15.3,.497,2.4,5.7,.415,5.2,9.6,.546,.575,3.4,3.7,.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,middlkh01,SF,29,14,14,32.6,8.3,15.7,.527,2.6,5.9,.439,5.7,9.9,.580,.609,2.9,3.1,.932,1.1,5.2,6.3,5.6,1.1,0.2,2.4,2.6,22.1,1853,21.1,.619,.374,.240,2.5,17.0,10.2,22.2,1.3,0.3,11.6,26.4,,4.6,3.3,7.9,.205,,3.4,0.7,4.1,2.9,456,23.3,.645,.373,.200,3.5,16.5,10.1,25.3,1.5,0.6,12.4,25.0,,1.7,0.5,2.2,.230,,4.9,-0.4,4.5,0.8,30603448,33051724,https://www.2kratings.com/wp-content/uploads/Khris-Middleton-2K-Rating.png
Eric Mika,C,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,mikaer01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13.9,.773,.000,.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.218,,-2.2,-1.0,-3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,50752,,https://www.basketball-reference.com/req/202101021/images/players/mikaer01.jpg
C.J. Miles,SF,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,milescj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,11.1,.472,.593,.339,2.6,5.7,4.1,10.0,2.9,2.2,5.6,18.6,,0.0,0.1,0.1,.035,,-1.8,0.1,-1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,8730158,,https://www.basketball-reference.com/req/202101021/images/players/milescj01.jpg
Malcolm Miller,SF,26,TOR,28,1,5.8,0.4,1.0,.414,0.3,0.8,.364,0.1,0.3,.571,.552,0.1,0.3,.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3,millema01,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6.7,.538,.759,.276,1.3,8.9,5.2,8.9,1.5,1.2,11.0,9.6,,0.1,0.2,0.3,.082,,-3.5,1.2,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,1588231,,https://www.basketball-reference.com/req/202101021/images/players/millema01.jpg
Patty Mills,PG,31,SAS,66,1,22.5,3.9,9.1,.431,2.3,6.1,.382,1.6,3.0,.533,.560,1.5,1.7,.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,millspa02,PG,32,15,0,25.2,5.1,11.0,.461,2.9,6.7,.426,2.2,4.3,.516,.591,1.1,1.3,.895,0.3,1.3,1.6,3.1,0.3,0.1,0.8,1.5,14.1,1485,14.8,.592,.674,.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,,2.3,0.5,2.8,.091,,1.2,-1.2,0.0,0.8,378,16.6,.611,.612,.115,1.0,5.6,3.2,18.4,0.6,0.2,6.5,20.9,,0.9,0.2,1.1,.134,,3.1,-2.0,1.1,0.3,12428571,13285714,https://www.2kratings.com/wp-content/uploads/Patty-Mills-2K-Rating.png
Paul Millsap,PF,34,DEN,51,48,24.3,4.1,8.6,.482,1.1,2.4,.435,3.1,6.2,.500,.543,2.3,2.8,.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,millspa01,PF,35,14,14,23.9,3.8,7.4,.510,1.4,3.3,.435,2.4,4.1,.569,.606,1.6,2.2,.710,1.5,3.6,5.1,1.6,0.9,0.4,1.3,2.1,10.6,1240,16.9,.591,.283,.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,,2.1,1.4,3.5,.136,,0.3,-0.2,0.1,0.7,334,16.2,.629,.442,.298,7.2,17.2,12.2,9.1,1.8,1.4,13.3,17.4,,0.6,0.3,0.9,.132,,1.0,-1.8,-0.8,0.1,30500000,10000000,https://www.2kratings.com/wp-content/uploads/Paul-Millsap-2K-Rating.png
Shake Milton,SG,23,PHI,40,24,20.1,3.4,6.9,.484,1.5,3.4,.430,1.9,3.6,.535,.588,1.3,1.6,.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,miltosh01,SG,24,12,1,26.8,5.8,11.6,.496,1.5,4.3,.353,4.3,7.3,.580,.561,3.8,4.4,.868,0.3,1.5,1.8,3.5,1.2,0.3,1.9,2.0,16.8,805,14.4,.617,.487,.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,,1.4,0.7,2.1,.126,,0.0,-1.0,-1.0,0.2,322,18.8,.622,.367,.381,1.0,5.6,3.4,20.3,2.0,0.8,12.4,24.2,,0.8,0.3,1.1,.162,,0.9,0.1,1.0,0.2,1445697,1701593,https://www.2kratings.com/wp-content/uploads/Shake-Milton-2K-Rating.png
Donovan Mitchell,SG,23,UTA,69,69,34.3,8.7,19.4,.449,2.5,6.9,.366,6.2,12.6,.494,.513,4.0,4.7,.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,mitchdo01,SG,24,14,14,33.5,8.4,19.5,.429,3.4,8.7,.385,5.0,10.8,.464,.515,3.4,4.1,.828,0.8,2.9,3.7,4.9,0.8,0.4,3.2,1.9,23.5,2364,18.8,.558,.352,.240,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,,3.2,2.2,5.4,.110,,2.4,-0.6,1.9,2.3,469,17.9,.551,.447,.212,2.6,8.6,5.8,24.5,1.1,1.0,13.1,31.5,,0.7,0.5,1.2,.119,,1.9,-1.5,0.4,0.3,3635760,5195501,https://www.2kratings.com/wp-content/uploads/Donovan-Mitchell-2K-Rating.png
Naz Mitrou-Long,SG,26,IND,5,0,9.4,1.2,3.4,.353,0.4,2.4,.167,0.8,1.0,.800,.412,0.0,0.0,,0.0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,mitrona01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.8,.412,.706,.000,0.0,16.2,8.2,22.8,1.0,1.9,15.0,18.7,,-0.1,0.1,0.0,-0.022,,-3.5,2.1,-1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/mitrona01.jpg
Adam Mokoka,SF,21,CHI,11,0,10.2,1.1,2.5,.429,0.5,1.4,.400,0.5,1.2,.462,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,mokokad01,SG,22,6,0,6.8,0.8,2.3,.357,0.2,1.3,.125,0.7,1.0,.667,.393,0.0,0.0,,0.2,0.5,0.7,0.7,0.3,0.2,0.3,0.8,1.8,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,,0.1,0.1,0.2,.073,,-3.1,-1.0,-4.1,-0.1,41,5.6,.393,.571,.000,2.8,7.8,5.4,13.0,2.2,2.3,12.5,16.2,,-0.1,0.0,0.0,-0.043,,-5.8,-0.7,-6.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Adam-Mokoka-2K-Rating.png
Malik Monk,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,monkma01,SG,22,4,0,9.5,0.8,2.0,.375,0.8,1.8,.429,0.0,0.3,.000,.563,1.0,1.5,.667,0.3,0.5,0.8,1.5,0.0,0.0,0.5,0.8,3.3,1169,12.6,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,,0.1,0.6,0.7,.028,,-1.1,-1.3,-2.3,-0.1,38,10.5,.611,.875,.750,2.7,5.6,4.1,21.5,0.0,0.0,15.8,14.1,,0.1,0.0,0.1,.099,,-0.6,-2.5,-3.1,0.0,4028400,5345687,https://www.2kratings.com/wp-content/uploads/Malik-Monk-2K-Rating.png
Matt Mooney,SG,22,CLE,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,moonema01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8.1,.250,.500,.000,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,,0.0,0.0,0.0,.007,,-5.4,5.0,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.2kratings.com/wp-content/uploads/Matt-Mooney-2K-Rating.png
E'Twaun Moore,SG,30,PHO,56,6,18.2,3.3,7.8,.426,1.1,3.0,.377,2.2,4.8,.456,.498,0.6,0.8,.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,mooreet01,SG,31,2,0,4.5,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1020,11.3,.510,.382,.103,3.2,10.4,6.8,11.0,1.5,0.9,8.1,19.9,,0.3,0.7,0.9,.043,,-1.9,-0.8,-2.7,-0.2,9,-15.6,.250,.250,.000,12.6,0.0,6.2,0.0,0.0,0.0,33.3,29.8,,-0.1,0.0,-0.1,-0.475,,-19.8,-8.4,-28.3,-0.1,8664928,2331593,https://www.2kratings.com/wp-content/uploads/ETwaun-Moore-2K-Rating.png
